,name,party,chamber,text,score_pattern,score_vader
2281,David Valadao,R,house,"Tune in now, as I testify before the @HouseJudiciary committee regarding the importance of the H-2A visa program. https://twitter.com/HouseJudiciary/status/887422109370249217 QT @HouseJudiciary Current agricultural guestworker program #H2A is costly &amp; flawed. Tomorrow, we're looking at potential reforms ↓
https://judiciary.house.gov/hearing/agricultural-guestworkers-meeting-growing-needs-american-agriculture/ http://pbs.twimg.com/media/DFDBm2SXgAEnSB_.jpg",-0.166666666667,0.6841
2282,Claire McCaskill,D,senate,"On this #July4th week, we will not go quietly into the night. We will not vanish without a fight… (1/3)",0.0,0.0
2283,Andy Biggs,R,house,Americans deserve answers and justice. The Obama administration officials are not above the law. https://twitter.com/SpecialReport/status/890965659462586369 QT @SpecialReport Nearly two-dozen Republicans are calling on the Trump Justice Department to appoint a second special counsel to... http://fb.me/uwZFvQRJ,0.114285714286,0.9191
2284,Sean Maloney,D,house,"As Americans, have to come together to support ppl of TX. Should include fed relief, which I will support. http://nyti.ms/2xr4upc #Harvey",0.0,0.8941
2285,Ben Cardin,D,senate,RT @BaltimoreOEM @BaltimoreFire 1:30PM: ALL CLEAR. Situation in Curtis Bay has been resolved. Shelter in place is lifted.,0.1,0.6166
2286,Bill Cassidy,R,senate,#GrahamCassidy-Heller-Johnson gives states the resources &amp; flexibility to address their unique healthcare challenges &amp; take care of patients http://pbs.twimg.com/ext_tw_video_thumb/910989544266354690/pu/img/AzODCYBoO3K56AEd.jpg https://video.twimg.com/ext_tw_video/910989544266354690/pu/vid/320x180/RSq_7ILbumy-HUQ8.mp4,0.375,0.7096
2287,Doug Collins,R,house,"If a 44% tax rate is a trial balloon, I hope it doesn't go too high up. We must work on fundamental #Taxreform at every level. @TeamCavuto http://pbs.twimg.com/ext_tw_video_thumb/890632219198443520/pu/img/mrhncr5mYVd2qvdZ.jpg https://video.twimg.com/ext_tw_video/890632219198443520/pu/vid/1280x720/4NHn_A_LRonlifT2.mp4",0.16,0.4404
2288,Darren Soto,D,house,RT @rvivian370 At the One Orlando Alliance meeting for Organizational Leaders. @HRC @JoDeelive @C_A_Biron @YourBarrioFL @RepDarrenSoto @OrangeDemsFL #LGBTQ http://pbs.twimg.com/media/DHCJBv-XcAA8W9E.jpg http://pbs.twimg.com/media/DHCJDrYXoAEJLa_.jpg http://pbs.twimg.com/media/DHCJH1BXoAAeBYN.jpg http://pbs.twimg.com/media/DHCJJ2fW0AE137b.jpg,0.0,0.0
2289,Hakeem Jeffries,D,house,Just defended @StephenCurry30 @KingJames @Kaepernick7 on House floor. How dare donald lecture us on what's patriotic?! http://pbs.twimg.com/media/DKlbYXzW4AITOhU.jpg https://video.twimg.com/amplify_video/912358171779452930/vid/1280x720/1P7uJ57TBZCfAIKW.mp4,0.0,0.0
2290,Matt Gaetz,R,house,Congressman Gaetz visits Chumuckla Elementary School for a Constitution Day program. http://pbs.twimg.com/media/DJx-xXyXoAEbnV1.jpg,0.3,0.0
2291,Trent Kelly,R,house,"It was an honor to present medals earned by Vietnam War veteran, Hal Guthrie, in Southaven tonight. #MS01 http://pbs.twimg.com/media/DEF7lqQW0AA_ZMX.jpg",0.0,-0.1779
2292,Billy Long,R,house,"The @HouseGOP #taxreform blueprint helps Missouri families by increasing household incomes and adding over 30,000 new full-time jobs. http://pbs.twimg.com/media/DIfjE0yXgAIxuF2.jpg",0.136363636364,0.3818
2293,Steve Womack,R,house,"Don't forget, Gentry! There's a #MobileOffice stop for you tomorrow! #AR3 https://womack.house.gov/calendar/eventsingle.aspx?EventID=399128 http://pbs.twimg.com/media/DK06tblXUAEQ7-p.jpg",0.0,-0.2773
2294,Lacy Clay,D,house,"""Sully"" is right, keep ATC public. Captain 'Sully' jumps into fight over air traffic control http://thehill.com/policy/transportation/345581-captain-sully-jumps-into-fight-over-air-traffic-control#.WYoOk6t8hgI.twitter",0.142857142857,-0.3818
2295,Kristi Noem,R,house,3 of #31Reasons4TaxReform: You deserve to keep more of your paycheck. http://pbs.twimg.com/media/DGOqzh1WAAExsAf.jpg,0.5,0.0
2296,Ted Deutch,D,house,ICYMI: Yesterday I intro'd the Keep Americans Safe Act to reinstate the now-expired large capacity ammunition ban. http://pbs.twimg.com/amplify_video_thumb/918848434261684226/img/TC5eKoX4j_GaOoM0.jpg https://video.twimg.com/amplify_video/918848434261684226/vid/320x180/sAsqnskM-2uDgFFu.mp4,0.357142857143,-0.1779
2297,Tim Walz,D,house,My full statement on the #LasVegas tragedy &amp; call for congressional action: https://walz.house.gov/media-center/press-releases/walz-releases-statement-on-las-vegas-calls-for-congressional-action http://pbs.twimg.com/media/DLKqsqrUEAEb_ED.jpg,0.225,-0.6597
2298,Dan Lipinski,D,house,"Lipinski Kicks Off #School Year with Remarks at Program for New #Teachers and Administrators 
https://lipinski.house.gov/press-releases/lipinski-kicks-off-school-year-with-remarks-at-program-for-new-teachers-and-administrators/ http://pbs.twimg.com/media/DHSMyYQXUAE9U_L.jpg",0.136363636364,0.0
2299,Juan Vargas,D,house,RT @SanDiegoCounty The heat warning/advisory for SD County is in effect until 10PM Sat. Take precautions to stay safe. Cool Zone info: http://www.coolzones.org http://pbs.twimg.com/media/DIpfP46VwAAcG4i.jpg,0.425,0.6369
2300,Catherine Cortez Masto,D,senate,"Thanks to all of the Nevadans that raised their voices, #Trumpcare is dead. But we cannot grow complacent. #ACA repeal would spell disaster.",0.0,-0.7413
2301,Louie Gohmert,R,house,Today we are thankful for the hard working Americans who provide so much for our communities and our country #NationalFarmersDay http://pbs.twimg.com/media/DL9YHcjXUAY_sOe.jpg,-0.0458333333333,0.5106
2302,Chuck Schumer,D,senate,We already have transgender people serving in our military - and we will regardless what the president says or does.,-0.1,0.0
2303,Buddy Carter,R,house,I had a great visit to Winn Army Community Hospital earlier this week! http://pbs.twimg.com/media/DEKFVYUXkAIymO7.jpg http://pbs.twimg.com/media/DEKFVxHXgAEgo2m.jpg,0.4,0.6588
2304,Neal Dunn,R,house,Residents and businesses in those counties now qualify for an extended quarterly tax filing season. --&gt; https://www.irs.gov/newsroom/irs-gives-tax-relief-to-victims-of-hurricane-irma-like-harvey-extension-filers-have-until-jan-31-to-file-additional-relief-planned?utm_source=hootsuite&utm_medium=&utm_campaign,0.0,0.0
2305,Judy Chu,D,house,Joining @RepLujanGrisham at Senate #DACA hearing to show our support for Dreamers who live &amp; work here. We need a clean #DREAMAct now! http://pbs.twimg.com/media/DLOQ1rgW0AA2szs.jpg http://pbs.twimg.com/media/DLOQ1rgWkAYyoEA.jpg,0.297348484848,0.69
2306,Orrin Hatch,R,senate,"Congratulations to former Hatch Judiciary staffer, Neomi Rao on her confirmation as Administrator of OIRA. #utpol https://www.hatch.senate.gov/public/index.cfm/releases?ID=2CA6EEC5-C5A5-4D55-AE73-59F7DA320263 http://pbs.twimg.com/media/DEaBdK8XsAEgGbh.jpg",0.0,0.5994
2307,Dick Durbin,D,senate,"Chicago-area volunteers head toward Texas to help in the wake of Hurricane Harvey. Illinois stands with you, Texas. https://twitter.com/chicagotribune/status/901882691133595649 QT @chicagotribune Chicago-area volunteers head toward Texas to help in the wake of Hurricane Harvey. http://trib.in/2wTyEnl",0.0,0.8374
2308,Kevin Brady,R,house,Happening now... https://twitter.com/WaysandMeansGOP/status/915986446246404097 QT @WaysandMeansGOP Watch LIVE as @RepKevinBrady joins @FoxNews at 1:15pm ET to discuss the FY18 and the latest on our unified tax reform framework,0.318181818182,0.7297
2309,Jamie Raskin,D,house,RT @WHO Today is #WorldMentalHealthDay. Watch our Q&amp;A on #mentalhealth in the workplace http://bit.ly/2hOWn2G http://pbs.twimg.com/ext_tw_video_thumb/917745472856576000/pu/img/l33Z8Ky4hsH7TZPM.jpg https://video.twimg.com/ext_tw_video/917745472856576000/pu/vid/320x180/yvHt-10DeQZqZNjm.mp4,0.0,0.0
2310,Gary Peters,D,senate,@fema This @fema app provides important info on the storm. Please share w/ loved ones who have been affected by #Harvey https://www.fema.gov/mobile-app,0.55,0.8225
2311,Mike Thompson,D,house,RT @VallejoFire VPD on scene reporting located vehicle fire in the middle of Lake Herman Road,0.0,-0.34
2312,Raúl Grijalva,D,house,".@realDonaldTrump is a spent force, has to rely on immigrant-bashing to garner any support.",-0.1,0.4019
2313,Mario Diaz-Balart,R,house,"Muy entristecido por la pérdida del activista Darsi Ferrer, quien se esforzó valientemente por una Cuba libre. QEPD.",0.0,0.0
2314,Dwight Evans,D,house,RT @thehill GOP budget quietly eliminates rule requiring lawmakers to wait for CBO score before voting: http://hill.cm/lCWppfE http://pbs.twimg.com/media/DK76_OpXoAEQfZA.jpg,0.0,0.0
2315,John Conyers,D,house,"Celebrated #StartupDay in #MI13 yesterday. Met some wonderful people serving our community.

#JOBSJusticePeace ✌🏽 http://pbs.twimg.com/media/DGPJi7IXUAUQN6z.jpg http://pbs.twimg.com/media/DGPJi7KXoAAPdIX.jpg http://pbs.twimg.com/media/DGPJi7IXgAAWgRN.jpg http://pbs.twimg.com/media/DGPJi7IXsAELjEK.jpg",0.675,0.8126
2316,Mike Thompson,D,house,RT @NVUSD Supporting Your Child Through the Wildfire Disaster: 6 Tips From a Child Psychologist http://fb.me/9bbSTodKW,0.25,-0.296
2317,Dean Heller,R,senate,"RT @FoxBusiness .@SenDeanHeller: ""We'll never forget October 1, 2017...Nevada is strong. Nevada will remain strong. We'll get through this."" http://pbs.twimg.com/amplify_video_thumb/914978584749576198/img/f9C0Mkz1pHy_7n1U.jpg https://video.twimg.com/amplify_video/914978584749576198/vid/320x180/N3TVu4yJnNG8t9ah.mp4",0.433333333333,0.8056
2318,Don Young,R,house,"Proud to sponsor the Digital Coast Act, a step to help local and state governments build coastal resiliency
http://bit.ly/2z7Yh1z http://pbs.twimg.com/media/DMDbm4aWkAAaIlS.jpg",0.266666666667,0.7003
2319,Bradley Byrne,R,house,Excited about the new @US_EDA grant for the @MobileChamber &amp; @InnovateAL. Another sign of our economic momentum. https://byrne.house.gov/media-center/press-releases/byrne-applauds-grant-for-mobile-entrepreneurship-program,0.237121212121,0.5994
2320,Ileana Ros-Lehtinen,R,house,"Spoke to @wsvn on my #DreamAct with @RepRoybalAllard to protect #Dreamers and give them a pathway to residency, citizenship http://pbs.twimg.com/media/DI-nuvDVoAA5Fzx.jpg",0.0,0.3818
2321,Steny Hoyer,D,house,Proud to co-sponsor Improving Access to Higher Education Act to make higher education more accessible for students with differing abilities. http://pbs.twimg.com/media/DEkCaAHXcAEmIRM.jpg,0.435,0.7845
2322,John McCain,R,senate,".@TIME: ""Help for #PuertoRico Is Being Delayed by the #JonesAct"" http://time.com/4959035/puerto-rico-jones-merchant-marine-act-1920/?xid=homepage",0.0,0.2023
2323,Ro Khanna,D,house,RT @caseytolan Trump signed into law today a big GI Bill expansion—including @RepRoKhanna provision helping vets take tech courses http://www.mercurynews.com/2017/08/10/new-federal-program-could-help-veterans-join-the-tech-industry/,0.0,0.296
2324,Dianne Feinstein,D,senate,This is a gut-check moment. Senators need to decide whether taking health coverage away from millions is what they were sent here to do.,0.0,0.0
2325,Don Beyer,D,house,RT @fairvote The #FairRepAct Could Drastically Change How Elections Are Conducted http://bit.ly/2sQMIZ5 by @priscillatotiya   #RCV #RankedChoiceVoting,0.0,0.0
2326,Johnny Isakson,R,senate,Thanks to those veterans who made America possible and who preserve its liberty today. https://www.youtube.com/watch?v=54nOSCnxP94&feature=youtu.be,0.1,0.743
2327,Tim Ryan,D,house,The President spends more time attacking our free press than he does the white supremacists who committed an act of domestic terror.,0.225,-0.507
2328,Marco Rubio,R,senate,RT @ndn Hurricane Irma: Sen. Marco Rubio to host comprehensive recovery assistance center in Immokalee on Friday http://nplsne.ws/2vWsOhK http://pbs.twimg.com/media/DJtxzCwU8AELeFh.jpg,-0.1,0.25
2329,Pete Sessions,R,house,RT @FinancialCmte How and when did the #Equifax breach occur? Committee members will demand answers at our hearing today at 9:15am ET. http://Bitly.com/F_S_C_ http://pbs.twimg.com/media/DLUIpWuXcAATq-C.jpg,0.0,-0.128
2330,G.K. Butterfield,D,house,Funding for Community Health Centers &amp; CHIP expired on Sunday because @GOP cared more about repealing ACA. https://www.vox.com/policy-and-politics/2017/10/2/16405112/voxcare-chip-funding-expired?utm_campaign=vox&utm_content=entry&utm_medium=social&utm_source=twitter,0.5,0.4215
2331,Orrin Hatch,R,senate,ICYMI: Today Hatch introduced a bill that will serve as a permanent solution for our #DREAMer population. #utpol https://www.youtube.com/embed/Sp8D5hbo8mw?start=498,0.0,0.3182
2332,Tom Garrett Jr.,R,house,RT @SteveScalise I’m back. http://pbs.twimg.com/media/DK0RJn6WAAACd_9.jpg,0.0,0.0
2333,Adriano Espaillat,D,house,@RepEspaillat @RepRubenGallego @HispanicCaucus stand to oppose #Trump's$1.6B border wall http://pbs.twimg.com/media/DFli_3qWAAANUFF.jpg,0.0,0.0
2334,Kristi Noem,R,house,Proud to intro new bill to better ensure producers don’t have to compete with unfair CRP rates. Learn more &gt;&gt;&gt; https://goo.gl/9ePVFu,0.287272727273,0.6705
2335,David Perdue,R,senate,"Honored to introduce two outstanding GA federal judge nominees, Mike Brown &amp; Judge Billy Ray, to @senjudiciary w/ @SenatorIsakson. #gapol http://pbs.twimg.com/ext_tw_video_thumb/910529629412261888/pu/img/d82frs7YYHM1reRz.jpg https://video.twimg.com/ext_tw_video/910529629412261888/pu/vid/640x360/NB0PTSuhBlGrpLPh.mp4",0.5,0.8316
2336,Karen Bass,D,house,"RT @hardball ""He's sending a message to White Supremacists that it's okay to attack demonstrators."" @RepKarenBass on Trump.",0.25,-0.4939
2337,Joyce Beatty,D,house,"#ICYMI: On Sept. 6, 1848, Frederick Douglass was elected president of National Black Political Convention in Cleveland, Ohio. #BlackFact #OH",-0.0833333333333,0.0
2338,Mike Coffman,R,house,RT @JonStoneNews Very cool to have @RepMikeCoffman visit the @UofDenver campus to honor Ved Nanda for 50 years of teaching! http://bit.ly/2wUFUMb http://pbs.twimg.com/media/DKvrJ9RUMAA9zY1.jpg,0.56875,0.7257
2339,Steve Pearce,R,house,Tune in this morning to the @NatResources Subcmte hearing on the future of hardrock mining: https://naturalresources.house.gov/calendar/eventsingle.aspx?EventID=402489,0.0,0.0
2340,Lucille Roybal-Allard,D,house,"I hope the next HHS secretary will work to defend and strengthen the ACA, not run up a public tab on private planes! https://twitter.com/washingtonpost/status/913866732296704000 QT @washingtonpost Health and Human Services Secretary Tom Price resigns after criticism for taking charter flights at taxpayer expense http://wapo.st/2fxSfzr",0.0,0.5893
2341,Frank LoBiondo,R,house,"Honored to receive @USChamber ""Spirit of Enterprise"" award at today's @CMCChamber luncheon. Continue to support pro-growth business policies http://pbs.twimg.com/media/DHckVDLUwAA77jl.jpg",0.0,0.8934
2342,Bradley Byrne,R,house,Congratulations to @MayorStimpson and members of the Mobile City Council. Look forward to continuing to work together!,0.0,0.636
2343,Orrin Hatch,R,senate,Senator Hatch's speech on Antitrust will begin shortly for those of you on the edge of your seats --&gt; https://twitter.com/senorrinhatch/status/892895707253886978 QT @senorrinhatch TOMORROW: Hatch to speak on growing controversy over antitrust law in the tech sector -- An excerpt from his prepared remarks: http://pbs.twimg.com/media/DGQzz4eVwAEqyXB.jpg,0.0,0.7297
2344,Gerry Connolly,D,house,What will Melissa do on SNL?,0.0,0.0
2345,Dean Heller,R,senate,"RT @LVMPD This number has been changed to 1-800-536-9488. Families can call this number to report your loved one missing. https://twitter.com/LVMPD/status/914802296411717632 QT @LVMPD For families looking to locate missing loved ones,  please call 1-866-535-5654.",0.25,0.8964
2346,Dianne Feinstein,D,senate,"The @FresnoBee says our bill to ban bump-fire stocks is a ""no-brainer."" I agree! http://bit.ly/2xxKvny",0.0,-0.3382
2347,Diana DeGette,D,house,#GOP delay of #Trumpcare vote keeps Americans in the dark. Congress must use this opportunity to hold hearings that will get answers. http://pbs.twimg.com/media/DE9jE-lXgAc0dgS.jpg,-0.15,0.2382
2348,David McKinley,R,house,Glad our office was able to present books to the Harrison Co. Child Advocacy Center from the surplus book program at @librarycongress! https://t.co/UGoyKoxqfZ,0.21875,0.5093
2349,Erik Paulsen,R,house,Met w @SearsImports employees in Minnetonka today who discussed eliminating estate tax many MN family-owned auto dealers are concerned about http://pbs.twimg.com/media/DHOG_M5XsAE8s4n.jpg,0.5,0.0
2350,Bill Pascrell,D,house,"RT @AJCGlobal Thanks @BillPascrell for mtg w/ AJC New Jersey about need for #antisemitism Special Envoy, #Charlottesville response, &amp; support for #Israel http://pbs.twimg.com/media/DHyBKnKXgAIwDjf.jpg",0.231168831169,0.8074
